franchise_id,season_id,metro_id,team_name,league_id,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
61,412,40,Phoenix Suns,3,Western,Pacific,,LAST,LAST,false,,,
46,412,22,Houston Rockets,3,Western,Southwest,,,FIRST,true,1,false,false
66,412,50,San Antonio Spurs,3,Western,Southwest,,,,true,0,false,false
52,412,28,Memphis Grizzlies,3,Western,Southwest,,,LAST_TIED,false,,,
56,412,34,New Orleans Pelicans,3,Western,Southwest,,,LAST_TIED,false,,,
41,412,13,Dallas Mavericks,3,Western,Southwest,,,LAST_TIED,false,,,
70,418,59,Toronto Raptors,3,Eastern,Atlantic,,,FIRST,true,1,false,false
34,418,5,Boston Celtics,3,Eastern,Atlantic,,,,true,2,false,false
60,418,39,Philadelphia 76ers,3,Eastern,Atlantic,,,,true,0,false,false
35,418,35,Brooklyn Nets,3,Eastern,Atlantic,,,,true,0,false,false
57,418,35,New York Knicks,3,Eastern,Atlantic,,,LAST,false,,,
54,418,30,Milwaukee Bucks,3,Eastern,Central,FIRST,FIRST,FIRST,true,1,false,false
47,418,23,Indiana Pacers,3,Eastern,Central,,,,true,0,false,false
37,418,9,Chicago Bulls,3,Eastern,Central,,,,false,,,
44,418,16,Detroit Pistons,3,Eastern,Central,,,,false,,,
39,418,11,Cleveland Cavaliers,3,Eastern,Central,,LAST,LAST,false,,,
53,418,29,Miami Heat,3,Eastern,Southeast,,,FIRST,true,3,true,false
59,418,37,Orlando Magic,3,Eastern,Southeast,,,,true,0,false,false
73,418,63,Washington Wizards,3,Eastern,Southeast,,,,false,,,
36,418,8,Charlotte Hornets,3,Eastern,Southeast,,,,false,,,
32,418,2,Atlanta Hawks,3,Eastern,Southeast,,,LAST,false,,,
43,418,15,Denver Nuggets,3,Western,Northwest,,,FIRST,true,2,false,false
58,418,36,Oklahoma City Thunder,3,Western,Northwest,,,,true,0,false,false
71,418,49,Utah Jazz,3,Western,Northwest,,,,true,0,false,false
63,418,42,Portland Trail Blazers,3,Western,Northwest,,,,true,0,false,false
55,418,31,Minnesota Timberwolves,3,Western,Northwest,,,LAST,false,,,
51,418,27,Los Angeles Lakers,3,Western,Pacific,,FIRST,FIRST,true,4,true,true
50,418,27,Los Angeles Clippers,3,Western,Pacific,,,,true,1,false,false
61,418,40,Phoenix Suns,3,Western,Pacific,,,,false,,,
65,418,48,Sacramento Kings,3,Western,Pacific,,,,false,,,
45,418,52,Golden State Warriors,3,Western,Pacific,LAST,LAST,LAST,false,,,
46,418,22,Houston Rockets,3,Western,Southwest,,,FIRST,true,1,false,false
41,418,13,Dallas Mavericks,3,Western,Southwest,,,,true,0,false,false
52,418,28,Memphis Grizzlies,3,Western,Southwest,,,,false,,,
66,418,50,San Antonio Spurs,3,Western,Southwest,,,,false,,,
56,418,34,New Orleans Pelicans,3,Western,Southwest,,,LAST,false,,,
60,424,39,Philadelphia 76ers,3,Eastern,Atlantic,,FIRST,FIRST,true,1,false,false
35,424,35,Brooklyn Nets,3,Eastern,Atlantic,,,,true,1,false,false
57,424,35,New York Knicks,3,Eastern,Atlantic,,,,true,0,false,false
34,424,5,Boston Celtics,3,Eastern,Atlantic,,,,true,0,false,false
70,424,59,Toronto Raptors,3,Eastern,Atlantic,,,LAST,false,,,
54,424,30,Milwaukee Bucks,3,Eastern,Central,,,FIRST,true,4,true,true
47,424,23,Indiana Pacers,3,Eastern,Central,,,,false,,,
37,424,9,Chicago Bulls,3,Eastern,Central,,,,false,,,
39,424,11,Cleveland Cavaliers,3,Eastern,Central,,,,false,,,
44,424,16,Detroit Pistons,3,Eastern,Central,,LAST,LAST,false,,,
32,424,2,Atlanta Hawks,3,Eastern,Southeast,,,FIRST,true,2,false,false
53,424,29,Miami Heat,3,Eastern,Southeast,,,,true,0,false,false
73,424,63,Washington Wizards,3,Eastern,Southeast,,,,true,0,false,false
36,424,8,Charlotte Hornets,3,Eastern,Southeast,,,,false,,,
59,424,37,Orlando Magic,3,Eastern,Southeast,,,LAST,false,,,
71,424,49,Utah Jazz,3,Western,Northwest,FIRST,FIRST,FIRST,true,1,false,false
43,424,15,Denver Nuggets,3,Western,Northwest,,,,true,1,false,false
63,424,42,Portland Trail Blazers,3,Western,Northwest,,,,true,0,false,false
55,424,31,Minnesota Timberwolves,3,Western,Northwest,,,,false,,,
58,424,36,Oklahoma City Thunder,3,Western,Northwest,,,LAST,false,,,
61,424,40,Phoenix Suns,3,Western,Pacific,,,FIRST,true,3,true,false
